name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
ENSG00000004399,0.1718278,0.06690919,-0.0805843,0.10971042,0.27494854,-0.23022759,0.28998828,0.3461814,0.026196448,-0.10865855,-0.49919948,-0.3344181,0.1595432,-0.07869208,-0.00855245,-0.093798906,-0.12566048,-0.049638636,-0.0760456,0.24080977,0.80748624,0.2321097,-0.0013018773,0.046466876,0.33967763,0.10221645,-0.056464273,0.17598243,0.20122384,-0.22649015,-0.22291513,0.07832785,0.24652003,0.118007526,-0.54991275,0.145268,-0.17239878,0.33385438,0.1267078,0.08392619,-0.0627713,0.1902751,0.18152696,-0.03605461,-0.29178303,0.3611444,-0.060244046,-0.060772352,-0.54561174,-0.11965422,-0.24951203,0.032497622,0.28215376,-0.25359848,0.33885083,0.23576054,0.2709738,-0.07521072,0.19607633,-0.4072615,-0.4111163,0.11134677,0.33662245,0.15493427
ENSG00000004468,0.16320176,-0.069785684,0.056931525,0.009520818,-0.09214361,0.06390567,0.13491954,0.23046018,0.19169825,-0.2833638,-0.24624279,0.21321708,0.18864755,-0.1327294,-0.16768146,0.1984117,0.17569837,0.09444675,0.011892114,0.0019250305,-0.18332194,-0.13267243,-0.21028303,0.16963556,-0.055239532,0.046897154,-0.2452633,0.16955018,0.24483514,-0.05783416,0.17042534,0.1917058,-0.059257735,-0.07728008,-0.49375457,0.06293208,0.17078073,-0.25510672,-0.17233677,0.17788136,-0.15355818,0.051665507,-0.10632702,-0.11037095,0.33063036,0.031421676,-0.15467067,0.13282058,-0.11894195,-0.018471586,-0.2008288,-0.005680589,0.09807489,-0.011991185,0.023646394,-0.13441685,-0.19042113,-0.026781527,-0.10852654,-0.02902463,0.058507662,-0.09940384,-0.13033654,-0.08377079
ENSG00000004660,0.08467371,-0.19320498,0.2733461,-0.031762324,0.04266294,-0.030996885,0.11352895,0.05908856,0.12300648,-0.20531514,-0.06636525,0.18610655,-0.04287455,0.16832109,0.054396845,-0.00027569215,0.17412671,0.045289457,-0.13936286,0.03899968,-0.14942142,-0.02249794,0.109241195,0.060183577,-0.18829948,0.0053980607,-0.00068334764,-0.0056732437,-0.05006007,-0.19428584,0.06050145,-0.29095086,-0.4089272,0.103063025,0.46569136,0.08636457,-0.27188,-0.010440121,0.021040237,-0.018146716,-0.2340408,-0.21989179,-0.39009663,-0.15274158,-0.15571944,0.036270265,-0.15227364,0.23750016,0.11708659,-0.07726247,-0.31231606,-0.113710016,-0.14574258,-0.15434565,-0.09044238,-0.27796265,-0.17786372,0.055608165,-0.06495973,0.18913853,-0.033929836,-0.025518749,-0.08762509,0.011748461
ENSG00000004809,0.16237013,-0.04567675,-0.12221254,0.076897606,0.1250817,0.04764623,0.06294008,-0.020439707,-0.011430376,-0.17977199,-0.024081085,0.05208847,0.12990934,0.032659665,-0.123663,0.29048923,0.057630952,-0.02571513,0.6404822,-0.24732573,-0.11989739,-0.2087666,0.026754495,0.3029006,0.11161888,0.030793874,0.076711886,-0.040948913,-0.0773583,-0.12191045,0.20013294,0.19742331,0.10432789,-0.13331291,0.035663355,-0.09695218,0.15433379,-0.20232233,-0.012780896,-0.01963144,-0.065292574,-0.12810038,-0.1534601,0.0044253967,0.032448057,0.169726,-0.010018913,0.12523326,-0.20145668,-0.15094088,-0.2628762,0.0045829234,0.10358023,0.029850127,0.018824311,-0.12798989,-0.24354972,-0.05247391,0.021611433,0.07747256,-0.07109611,-0.14712697,0.02508802,-0.11726216
ENSG00000004897,-0.19417374,-0.09142411,0.06691623,-0.0503272,-0.059179045,-0.08544888,-0.048288204,-0.09780735,0.17824186,-0.086372405,-0.031578902,-0.08183146,-0.5189132,0.20098202,-0.3250915,0.11304729,-0.013629766,0.05311767,0.057820577,-0.07711585,-0.2869872,-0.18143663,-0.016674964,-0.099996015,0.23595372,0.08450526,0.06821546,-0.1762594,-0.18982086,-0.13256674,-0.068901785,0.13228792,-0.36703014,0.13676092,0.06506708,-0.024181051,0.2984689,-0.012275199,-0.20838231,-0.082786866,-0.11509707,-0.0949268,-0.24100389,0.35835302,0.17375612,-0.02194049,-0.27080688,-0.0033042699,-0.06585932,-0.05078019,-0.16216338,-0.120863065,-0.04043612,0.15961143,0.025749644,0.035721723,-0.30179468,0.084761664,-0.08922531,0.04253803,0.2440608,-0.16551805,-0.04932843,-0.12868918
ENSG00000005001,0.95415175,-0.38623467,0.64757884,-0.6713168,0.2329392,1.0195613,0.15707895,0.4679912,-1.0907865,-1.0516579,-1.2745047,-0.37597176,1.5883309,0.48869097,0.29504812,0.6113262,-0.28348905,-0.71894747,-0.28155863,-0.3841807,0.9457188,-0.46350682,0.27854335,-0.088167265,0.052050266,-0.19489427,-0.71533775,0.44649917,0.72209644,-0.76020753,-0.3129413,-0.10749406,0.6589251,-0.35716,-0.6884436,-0.44345364,-0.49615362,0.12713769,-0.68160874,-0.068607956,-1.0629438,0.40333822,-1.0084041,-0.5251973,-0.49345952,0.26404083,0.4458112,0.32739908,0.24450333,-1.0513437,-1.281757,0.7382761,0.6423664,-0.62220407,0.41945815,0.51796716,0.49946323,-0.6265906,0.2140301,0.03955942,-0.07822989,0.48363483,-0.16119012,-0.7857602
ENSG00000005007,-0.16943367,-0.26094973,-0.19371118,0.21556872,0.057772268,-0.03522403,0.3366119,0.20754032,-0.16358893,-0.17578426,-0.13608032,-0.010744765,0.07371577,0.22088437,0.0653544,0.14434735,0.16529016,0.017237524,-0.060882274,-0.05059074,-0.04061059,0.109559186,-0.34348843,-0.046270017,-0.084704414,0.046141304,0.1049677,-0.13000551,0.07058105,0.051901266,-0.17847632,-0.06966379,-0.3364296,-0.054677673,0.38872406,0.3339211,0.34084627,-0.25859326,-0.14544423,-0.1053382,-0.09727196,-0.35921896,-0.093968295,-0.22165368,-0.3669053,0.27170125,-0.150889,-0.012555962,-0.055377066,-0.23965064,-0.13022774,-0.35687396,-0.056649063,-0.2828414,-0.37505132,0.099069074,-0.32561794,0.4372037,0.13398656,-0.28645387,0.30438465,0.12695228,0.1626171,0.21532615
ENSG00000005059,-0.023675945,0.12104934,-0.24069685,0.11323702,-0.11791643,-0.5044938,-0.11869066,0.1604819,-0.28745574,-0.08479222,0.25048432,-0.1879792,0.051680814,-0.48052934,-0.22778343,-0.0070469133,-0.17183223,0.14118953,0.3047848,-0.19495988,0.30681098,0.11146602,0.1361789,0.48349345,0.27883866,0.37508848,0.10652398,0.04075852,0.021203818,0.30744234,-0.22053126,-0.44622326,0.09552293,-0.101901375,-0.08338897,0.45687386,-0.32946956,-0.07004743,0.24569145,-0.2714522,0.021731898,0.34274575,0.23237166,-0.004373102,0.06382139,-0.12631097,0.26519644,-0.108380996,-0.9541878,-0.11763566,0.11468073,0.055387907,-0.30477518,0.3904194,-0.18179157,0.01906568,0.21559721,-0.048113894,0.0028381033,0.047058415,0.2664999,-0.07311318,-0.26341507,0.6617084
ENSG00000005100,0.2642604,-0.092443965,-0.025859203,-0.07689304,0.14675511,-0.13342088,0.032221444,0.052340396,-0.39631355,0.036266737,-0.22134885,-0.52743345,-0.10108215,0.17074096,-0.32827383,-0.110715754,0.12711813,0.23801339,-0.33340845,-0.73947054,-0.0071793552,-0.31102803,0.04092669,0.11379866,-0.26772758,0.061185718,0.3727032,-0.16555701,0.050353423,0.3700706,-0.10547201,-0.5522616,-0.123866774,0.577891,0.30089962,0.13533214,-0.29598418,-0.3090562,-0.1277189,0.48717946,0.37525994,-0.14289169,0.38227832,-0.28814104,-0.19818799,-0.46742156,0.17515685,-0.05738011,0.054461975,0.008056761,-0.03525076,-0.38792288,0.08427175,-0.0462363,-0.08593215,-0.13621923,-0.056469977,0.40940565,0.13069007,0.4858572,-0.3816203,0.26419547,-0.020905472,-0.5833089
ENSG00000005108,-0.23699537,-0.24179153,-0.2305437,-0.3995809,-0.105372526,-0.007862778,-0.09155545,-0.35773167,-0.28391564,0.47450972,-0.019933406,0.02653835,0.13617007,-0.1421617,0.39969465,-0.041843437,-0.13136566,-0.058231696,-0.07841102,0.18949844,0.1487548,0.15592262,-0.45275036,-0.11518909,-0.84676766,0.07286293,0.3162223,-0.059336297,0.012102291,0.5337975,0.20714997,-0.16981804,-0.4027891,0.27222177,-0.17855468,-0.18205985,0.005787722,-0.3472481,0.4543307,-0.020085901,0.17976496,0.042570278,-0.023290604,-0.4790247,0.40231702,-0.24608444,0.025462821,0.50797856,-0.2935485,-0.13306057,0.16086794,0.089383,-0.09997881,0.13969648,0.033234973,0.23587553,-0.60612756,-0.044660944,0.14405578,-0.26832643,-0.7576519,0.03442121,-0.17529692,-0.10793173
ENSG00000005469,0.2119683,-0.16382726,0.08509889,0.23750558,-0.046177763,0.16832916,0.33179867,0.3265275,0.0065513025,-0.11515412,-0.07644191,0.20563309,0.21130496,0.09993285,-0.13741371,0.26410627,0.00283536,-0.229147,0.032658007,-0.0797118,-0.27144632,-0.20593216,-0.12207324,0.11844293,-0.17025092,-0.06972714,-0.1998283,0.18875822,-0.09745869,0.084540986,0.009891571,0.2828233,0.06613112,0.06697049,0.21149188,-0.031917855,0.25052428,1.1196945,-0.046199005,0.053935084,-0.3241236,0.22730264,-0.05197029,-0.0027071848,-0.014073366,-0.06483091,0.00039921064,0.050959174,0.15738922,-0.16773604,-0.20875843,-0.18479304,-0.13948023,0.06432189,-0.041189127,-0.025792373,-0.11458837,0.007218449,0.11029917,0.03324369,-0.095899664,-0.2616012,0.15268496,-0.20669821
ENSG00000005486,0.38304457,0.69740653,-0.37404236,-0.29862213,-0.25061023,-0.101481184,-0.49340332,-0.0341232,0.15017085,0.29870218,0.06418602,-0.06381737,0.07819793,-0.22185127,-0.07700216,0.07935977,-0.2493179,0.09478913,0.17909767,-0.26309204,0.26863188,0.04214803,0.16337453,0.007739875,0.18477036,-0.0108578885,0.105586074,0.018948235,-0.22378649,-0.015386197,-0.28448188,-0.19668539,-0.07209996,0.040620092,0.11407768,-0.2483298,-0.47249603,-0.65667766,0.3435232,-0.12340088,0.19065225,0.34613937,-0.121807255,-0.109931305,0.089277074,0.0074977954,0.5820618,-0.38510555,0.008798482,0.18284889,0.079476476,-0.05920525,-0.2793089,-0.10037983,-0.662356,-0.15107392,0.266535,0.26766288,-0.19808282,0.057043094,-0.0021602977,-0.02289393,0.23634444,-0.14388105
ENSG00000005801,0.042699486,0.0050554513,-0.29023045,-0.23883711,-0.01475416,0.0741013,0.25011563,-0.42293185,-0.11188941,0.2940787,0.4782769,-0.23195438,0.061834767,-0.42059767,0.21601686,-0.031954896,-0.014900605,-0.17244568,0.28101042,-0.0076718037,-0.33841687,0.019820439,-0.62536067,0.196106,-0.09427988,-0.17123899,0.256039,0.2542015,-0.23948136,0.5698694,0.3230337,-0.4036722,-0.23512606,-0.052209478,-0.1299998,0.12232839,0.09898829,0.104545996,0.17327878,0.084024645,0.08076792,0.2782189,0.013734881,-0.35090917,0.3831038,-0.3778646,-0.086372666,0.29983875,-0.4548091,-0.109300576,-0.39201608,0.63330036,0.04281509,0.11562632,0.009880285,0.11431374,0.59716547,0.24920046,0.09319573,0.16416441,-0.41624445,-0.13940942,0.034409236,0.07984362
ENSG00000006047,0.15182431,-0.32589054,0.040458,0.67009825,-0.10427844,0.69570136,0.61213106,0.8004836,0.63611686,-0.3873463,0.049581446,0.38737693,0.20601232,0.26636812,-0.09926565,-0.13024881,0.52191204,0.40170872,-0.06963716,-0.2671779,-0.4341396,0.40174064,0.1803284,0.14002922,-0.23521626,0.31145072,0.31973842,0.18204044,-0.21511286,0.40317556,-0.047580425,-0.05984135,0.14373226,0.50629854,0.62032825,0.27937406,0.89045805,-0.89613754,-0.24110857,0.3062921,-0.07398357,-0.72151595,0.16824602,-0.27870333,-0.4107238,0.5605084,-0.44460982,0.12889653,0.239799,-0.34475103,-0.27537706,-0.14721079,0.13620798,-0.49372053,-0.052942753,-0.16093147,0.053278446,-0.6407925,0.1655138,0.12872057,0.28709167,-0.5425991,-0.065729655,-0.009647226
ENSG00000006210,0.23855965,-0.14692882,-0.015279041,-0.32742706,0.14864706,-0.08227927,-0.11975154,0.10624177,-0.07933799,0.15143885,-0.5823554,-0.1321027,0.14313559,0.29302946,0.17037135,0.104035065,-0.30837706,0.15997393,-0.028259082,0.20241696,0.10871294,0.12759367,0.21850543,0.08099539,0.16496454,-0.06218843,0.06394749,0.10533267,0.16798489,-0.37682515,0.12747432,-0.10156057,0.06589635,0.07223224,-0.27670044,-0.10595348,-0.12472943,0.3131057,-0.030698678,-0.20228963,-0.19224747,0.028125377,0.03679746,0.021313267,-0.06407254,0.0025095555,0.13874078,0.23190491,0.02825923,0.08612999,-0.34949145,0.14995015,-0.075588755,-0.31537503,0.06900324,0.0061488426,-0.164261,-0.36076483,0.027111867,-0.23345146,0.096505694,-0.13787049,-0.21656038,-0.056493714
ENSG00000006432,0.24180344,-0.1104544,-0.02923309,-0.20414886,-0.18299523,0.042098083,0.09675543,-0.059335545,0.049219538,-0.19433564,-0.030612519,-0.61563784,0.005019702,0.24434662,0.026420588,-0.056188848,0.31611744,-0.23816451,-0.19935337,0.047788493,0.02827016,0.056878664,0.23220186,0.15025406,-0.1800433,0.12921363,0.04883717,-0.10958825,-0.0020178205,-1.0049045,0.018297555,0.16180922,-0.03990137,0.015465436,-0.014396663,0.15990715,0.32722446,-0.02451559,-0.1547399,0.076589786,-0.030112328,0.2968319,-0.24493082,-0.2076042,-0.009696554,0.0077235023,0.08662126,0.32502595,0.19607241,-0.28222322,-0.2898811,0.09285496,-0.08129231,-0.11262072,-0.19367148,-0.12286581,0.3724189,-0.12099278,-0.12777735,0.18847962,0.12905508,0.051792294,0.041116536,-0.026576683
ENSG00000006453,0.12720488,-0.13897872,-0.37417144,-0.34954405,0.15683088,-0.21579678,0.2674196,-0.18202417,0.11060805,0.29718456,-0.3010441,0.29505152,0.3686867,0.5275522,0.11992611,-0.273355,-0.076333046,0.21599655,-0.3152986,0.17238885,0.34062818,0.30255008,-0.37740254,-0.09903941,0.04358979,0.12942149,-0.27582818,0.055885933,0.3935829,0.39853537,-0.1089269,-0.0189762,-0.31327367,-0.17031568,-0.4190522,-1.8005275,0.16962582,0.19648278,0.2713003,0.11542495,-0.0021583713,0.3077103,0.11382816,-0.0041841627,-0.09833039,-0.052583307,0.3590491,0.1489478,-0.25666887,-0.5596514,0.2224846,0.11346838,0.02554079,-0.08264483,-0.006002305,0.14139917,0.022368932,0.42130587,0.26096886,0.59858286,-0.3891399,0.20243542,-0.34358883,0.033869185
ENSG00000006468,0.24477555,0.5585814,-0.47860965,0.3101103,0.16788019,-0.14953992,-0.1532526,-0.17171232,-0.39927155,-0.4946513,0.76863503,0.98822105,0.28380486,-1.9401281,0.9637165,0.4261811,-0.3388178,0.05180287,-0.22881837,-0.08641809,0.1626175,-0.52273345,0.33305234,-0.20581764,-0.10400204,-0.27286157,0.021632401,0.5627727,0.15480392,0.2648842,-1.156486,-0.45244586,0.8409114,-0.1457109,-0.16308944,0.72672707,0.14205958,0.21380141,0.3887584,0.6626827,-0.84371835,-0.09177827,0.59677243,-0.017342187,-0.008437676,-0.07919149,0.22073804,0.8787248,-0.112831496,0.6092184,0.4266268,0.38929594,0.1966069,0.42372963,-0.27405947,-0.24562277,0.06073836,0.05742621,-0.59097624,-0.035259083,-0.64271325,-0.034300964,0.46771914,0.17382626
